"Dept","Course num","Section num","Prof","Title","Author","ISBN","Status"
"POLI","119","01","AMBUTTER","History Of Sexuality Vol 1: Intro Ed: 1 St Yr: 1990","Foucault","9780679724698","Required",
"POLI","119","01","AMBUTTER","Redefining Realness Ed: 1 St Yr: 2014","Mock","9781476709130","Required",
"POLI","119","01","AMBUTTER","Time On Two Crosses Ed: 2 Nd Yr: 2015","Pgwweise","9781627781268","Required",
"POLI","119","01","AMBUTTER","Zami: New Spelling Of My Name Ed: 1 St Yr: 1982","Lorde","9780895941220","Required",
"POLI","120B","01","BENSON","Constitution As Social Design Ed: 1 St Yr: 2006","Ritter","9780804754385","Required",
"POLI","120B","01","BENSON","Poor People's Movements Ed: 1 St Yr: 1977","Piven","9780394726977","Required",
"POLI","120B","01","BENSON","Power & Powerlessness Ed: 1 St Yr: 1980","Gaventa","9780252009853","Required",
"POLI","120B","01","BENSON","Right To Vote Ed: 1 St Yr: 2009","Keyssar","9780465005024","Required",
"POLI","125","01","GERSTON","Art Of Lobbying  **Print On Demand Ed: 1 St Yr: 2009","Levine","9780872894624","Required",
"POLI","125","01","GERSTON","Interest Groups & Lobbying Ed: 1 St Yr: 2014","Holyoke","9780813345819","Required",
"POLI","125","01","GERSTON","Moveon Effect Ed: 1 St Yr: 2012","Karpf","9780199898381","Required",
"POLI","125","01","GERSTON","Parties, Interest Groups & Political Campaigns Ed: 2 Nd Yr: 2012","Burbank","9780199945856","Required",
"POLI","140C","01","EATON","Comparative Politics Of Latin America Ed: 1 St Yr: 2011","Hellinger","9780415889179","Required",
"POLI","144","01","EATON","Columbia: Building Peace In A Time Of War Ed: 1 St","Bouvier","9781601270382","Required",
"POLI","144","01","EATON","Contesting Citizenship In Latin America*Print Of Demand Titl Ed: 1 St Yr: 2005","Yashar","9780521534802","Required",
"POLI","144","01","EATON","Political Violence And The Authoritarian State In Peru Ed: 1 St","Burt Print On Demand Title","9780230621176","Required",
"POLI","144","01","EATON","Rise Of Ethnic Politics In Latin America Ed: 1 St Yr: 2012","Madrid","9780521153256","Required",
"POLI","160D","01","SCHOENMAN","International Political Econ Ed: 5 Th Yr: 2010","Frieden","9780393935059","Pick One",
"POLI","160D","01","SCHOENMAN","State Power & International Political (2 Bks Bigger Savings) Ed: 5 Th Yr: 2010","Grieco/Frieden 2 Bks For Class","9780393139792","Pick One",
"POLI","160D","01","SCHOENMAN","State Power & World Markets Ed: 1 St Yr: 2003","Grieco","9780393974195","Pick One",
"POLI","163","01","EVERETT","Domestic Sources Of Amer Foreign Policy Ed: 6 Th Yr: 2012","Mccormick","9781442209619","Required",
"POLI","190J","01","GERSTON","Economics Facts And Fallacies Ed: 1 St","Sowell","9780465022038","Required",
"POLI","190J","01","GERSTON","Inequality In America Ed: 1 St","Caliendo","9780813344980","Required",
"POLI","190J","01","GERSTON","Reviving Citizen Engagement Ed: 1 St Yr: 2014","Gerston**Professor&#39;s Book","9781482231762","Required",
"POLI","190N","01","WIRLS","Framed: America's 51 Constitutions And The Crisis Ed: 1 St Yr: 2013","Levinso","9780199325245","Required",
"POLI","190N","01","WIRLS","Gunfight Ed: 1 St Yr: 2011","Winkler","9780393345834","Required",
"POLI","190N","01","WIRLS","Plutocrats United: Campaign Money, The Supreme Court, And .. Ed: 1 St Yr: 2016","Hase","9780300212457","Required",
"POLI","190N","01","WIRLS","Power Wars: Inside Obama's Post 9 /11 Presidency Ed: 1 St Yr: 2015","Savage","9780316286572","Required",
"POLI","190N","01","WIRLS","Saving Capitalism: For The Many, Not The Few Ed: 1 St Yr: 2015","Reich","9780385350570","Required",
"PORT","065A","01","SEARA","Imagens Jornalisticas Brasileiras Ed: 2 Nd Yr: 1996","Silverman","9780070577978","Required",
"PORT","065A","01","SEARA","Collins Portuguese Dictionary & Grammar Ed: 1 St Yr: 2013","Harper Collins","9780062278029","Recommended",
"PSYC","002","01","CARDILLA","Essentials Of Statistics For The Behavioral Sciences (Loose  Ed: 2 Nd Yr: 2014","Nolan","9781464113062","Required",
"PSYC","010","01","WANG","Development Of Children Ed: 7 Th Yr: 2013","Lightfoot","9781429243285","Required",
"PSYC","100","01","STERLING","Publication Manual (1 St Prtg) Ed: 6 Th Yr: 2010","Amer Psych Assn","9781433805615","Required",
"PSYC","100","01","STERLING","Research Methods In Psychology (Loose Leaf) Ed: 2 Nd Yr: 2015","Morling","9780393906103","Pick One",
"PSYC","100","01","STERLING","Research Methods In Psychology Ed: 2 Nd Yr: 2015","Morling","9780393936933","Pick One",
"PSYC","119M","01","AZMITIA","Oxford Handbook Of Identity Development Ed: 1 St Yr: 2016","Mclean","9780190469238","Required",
"PSYC","120","01","HOLBROOK","Thinking Eye, The Seeing Brain Ed: 1 St Yr: 2004","Enns","9780393977219","Required",
"PSYC","123","01","BRIDGEMAN","Physiology Of Behavior Ed: 10 Th Yr: 2010","Carlson","9780205666270","Pick One",
"PSYC","123","01","BRIDGEMAN","Physiology Of Behavior Ed: 11 Th Yr: 2013","Carlson","9780205239399","Pick One",
"PSYC","125","01","FOX TREE","Introducing Psycholinguistics Ed: 1 St Yr: 2012","Warren","9780521130561","Required",
"PSYC","140B","01","PARKER-GUERRO","African American Psychology Ed: 1 St Yr: 2005","Belgrave","9781412927543","Required",
"PSYC","140H","01","HAMMACK","Dude, You're A Fag W/ New Preface Ed: 1 St Yr: 2012","Pascoe","9780520271487","Required",
"PSYC","140H","01","HAMMACK","Not Gay Ed: 1 St Yr: 2015","Ward","9781479825172","Required",
"PSYC","140H","01","HAMMACK","Sexual Fluidity Ed: 1 St Yr: 2008","Diamond","9780674032262","Required",
"PSYC","140H","01","HAMMACK","Stonewall Ed: 1 St Yr: 1993","Duberman","9780452272064","Required",
"PSYC","140H","01","HAMMACK","Transgender 101 Ed: 1 St Yr: 2012","Teich","9780231157131","Required",
"PSYC","140H","01","HAMMACK","What's Wrong With Homosexuality? Ed: 1 St Yr: 2013","Corvino","9780199856312","Required",
"PSYC","140T","01","ZURBRIGGEN","Achilles In Vietnam Ed: 1 St Yr: 1994","Shay","9780684813219","Required",
"PSYC","140T","01","ZURBRIGGEN","Trauma And Recovery Ed: 1 St","Herman","9780465061716","Required",
"PSYC","145D","01","PRATKANIS","Declaration Of Independence & Constitution Of Us Ed: 1 St Yr: 2000","Cato Institute","9781882577989","Required",
"PSYC","145D","01","PRATKANIS","Getting To Yes Updtd & Rev Ed: 1 St Yr: 2011","Fisher","9780143118756","Required",
"PSYC","145D","01","PRATKANIS","Lucifer Effect Ed: 1 St Yr: 2007","Zimbardo","9780812974447","Required",
"PSYC","145D","01","PRATKANIS","Mistakes Were Made 2 Nd Ed Ed: 2 Nd Yr: 2015","Tavris","9780544574786","Required",
"PSYC","145D","01","PRATKANIS","Obedience To Authority Ed: 1 St Yr: 2004","Milgram","9780060737283","Required",
"PSYC","170","01","HOFFMAN","Fundamentals Of Abnormal Psychology (Loose Leaf) Ed: 8 Th Yr: 2017","Comer","9781464177002","Pick One",
"PSYC","170","01","HOFFMAN","Fundamentals Of Abnormal Psychology Ed: 8 Th Yr: 2017","Comer","9781464176975","Pick One",
"PSYC","179B","01","SAPOSNEK","Between Two Worlds Ed: 1 St Yr: 2005","Marquardt","9780307237118","Required",
"PSYC","179B","01","SAPOSNEK","For Better Or For Worse Ed: 1 St Yr: 2002","Hetherington","9780393324136","Required",
"PSYC","179B","01","SAPOSNEK","Splitting America: How Politians, Super Pacs And The News Ed: 1 St Yr: 2012","Saposnek, Eddy *Ucsc Author","9781936268528","Required",
"PSYC","179B","01","SAPOSNEK","Unexpected Legacy Of Divorce Ed: 1 St Yr: 2000","Wallerstein","9780786886166","Required",
"PSYC","179B","01","SAPOSNEK","We're Still Family Ed: 1 St Yr: 2004","Ahrons","9780060931209","Required",
"PSYC","179B","01","SAPOSNEK","Children, Courts, And Custody Ed: 1 St","Schepard","9780521529303","Optional",
"PSYC","179B","01","SAPOSNEK","Mediating Child Custody Disputes Ed: 1 St Yr: 1998","Saposnek","9780787940515","Optional",
"PSYC","225C","01","BYRD","Psychologist's Companion Ed: 5 Th Yr: 2010","Sternberg","9780521144827","Required",
"PSYC","225C","01","BYRD","Publication Manual (1 St Prtg) Ed: 6 Th Yr: 2010","Amer Psych Assn","9781433805615","Required",
"RUSS","003","01","SAMOKHINA","Live From Russia Vol 2: (Set Only Txt W/Cd & Wkbk W/Cd) Ed: 2 Nd Yr: 2009","Lekic","9780757558412","Required",
"SCIC","160","01","IRION","Field Guide For Science Writers Ed: 2 Nd Yr: 2006","Blum","9780195174991","Required",
"SCIC","160","01","IRION","On Writing Well 30 Th Anniv Ed Rev & Expd (7 Th Ed) Ed: 1 St Yr: 2006","Zinsser","9780060891541","Required",
"SOCY","001","01","GUERRA","When We Fight We Win! Ed: 1 St Yr: 2016","Jobin Leeds","9781620970935","Required",
"SOCY","103B","01","GUERRA","Digital Sociology   *Print On Demand Title  2 Weeks Ed: 1 St","Lupton","9781138022775","Required",
"SOCY","121","01","REARDON","Biomedicalization Ed: 1 St Yr: 2010","Clarke","9780822345701","Required",
"SOCY","167","01","CROW","Encountering Poverty *Not Yet Published 3/22/2016 Ed: 1 St Yr: 2016","Roy","9780520277915","Required",
"SOCY","167","01","CROW","Give A Man A Fish Ed: 1 St","Ferguson","9780822358862","Required",
"SPAN","001","01","STAFF","Dicho Y Hecho Brief Ed Loose Leaf Version With Homework Code Ed: 8 Th","Spanish Custom Edition 4 Ucsc","9781119014690","Required",
"SPAN","001B","01","AMENGUAL","Dicho Y Hecho Brief Ed Loose Leaf Version With Homework Code Ed: 8 Th","Spanish Custom Edition 4 Ucsc","9781119014690","Required",
"SPAN","001B","01","AMENGUAL","Mala Suerte W/Cd Audio  No Returns Ed: 1 St","Gonzalez   Import From Spain","9788497131049","Required",
"SPAN","003","01","-","Dicho Y Hecho Brief Ed Loose Leaf Version With Homework Code Ed: 8 Th","Spanish Custom Edition 4 Ucsc","9781119014690","Required",
"SPAN","004","01","STAFF","Cajas De Carton Ed: 1 St Yr: 2000","Jimenez","9780618226160","Required",
"SPAN","004","01","STAFF","Imagina 3 Rd Ed W/ Access Code Ed: 3 Rd Yr: 2014","Blanco","9781626801233","Required",
"SPAN","005","01","STAFF","Imagina 3 Rd Ed W/ Access Code Ed: 3 Rd Yr: 2014","Blanco","9781626801233","Required",
"SPAN","006","01","LAIN","El Insomnio De Bolivar Ed: 1 St","Volpi Jorge","9788483068625","Optional",
"SPAN","156J","01","BARAHONA","Me Llamo Rigoberta Menchu Y Asi Me Nacio, Etc (Siglo Vein) Ed: 1 St Yr: 1985","Burgos","9789682313158","Required",
"SPAN","156J","01","BARAHONA","Popol Vuh Ed: 1 St Yr: 1986","Recinos","9789681603274","Required",
"STEV","026","01","MURAI","Navigating The Research University Ed: 3 Rd Yr: 2012","Andreatta","9780495913788","Required",
"THEA","019","01","CUTHBERT","Scene Design & Stage Lighting Ed: 10 Th Yr: 2014","Wolf","9781111344436","Required",
"THEA","036","01","PEARLMAN","Choreographer's Handbook Ed: 1 St Yr: 2010","Burrows","9780415555302","Required",
"THEA","052","01","WESTERBERG","Backstage Handbook Ed: 3 Rd Yr: 1994","Carter","9780911747393","Required",
"THEA","052","01","WESTERBERG","Stagecraft Handbook Ed: 1 St Yr: 1996","Ionazzi","9781558704046","Required",
"THEA","061C","01","ATKINSON","Desire Caught By The Tail Ed: 1 St","Picasso","9780714501918","Required",
"THEA","061C","01","ATKINSON","Hedwig & The Angry Inch Ed: 1 St Yr: 2003","Mitchell","9780822219019","Required",
"THEA","061C","01","ATKINSON","Rhinoceros Ed: 1 St Yr: 1960","Ionesco","9780802130983","Required",
"THEA","061C","01","ATKINSON","Spring Awakening (Trans: Franzen) Ed: 1 St Yr: 2007","Wedekind","9780865479784","Required",
"THEA","061C","01","ATKINSON","Vsevolod Meyerhold Ed: 1 St Yr: 2003","Pitches","9780415258845","Required",
"THEA","061C","01","ATKINSON","Wadsworth Anthology Of Drama Ed: 6 Th Yr: 2011","Worthen","9781428288140","Required",
"THEA","061C","01","ATKINSON","Zoot Suit & Other Plays Ed: 1 St Yr: 1992","Valdez","9781558850484","Required",
"THEA","080K","01","SCHEIE","Riverside Shakespeare   *Out Of Print Ed: 2 Nd Yr: 1997","Evans","9781133316275","Required",
"THEA","080N","01","BRANDT","Disney Discourse Ed: 1 St Yr: 1994","Smoodin","9780415906166","Required",
"THEA","080N","01","BRANDT","Magic Kingdom Ed: 1 St Yr: 2001","Watts","9780826213792","Required",
"THEA","080N","01","BRANDT","Team Rodent Ed: 1 St Yr: 1998","Hiaasen","9780345422804","Required",
"THEA","126","01","FRITSCH","Acting Professionally Ed: 6 Th Yr: 2004","Cohen","9780072562590","Required",
"THEA","126","01","FRITSCH","Acting Professionally Ed: 7 Th Yr: 2009","Cohen","9780230217249","Required",
"THEA","126","01","FRITSCH","Fervent Years: Group Theatre & The Thirties Ed: 1 St Yr: 1983","Clurman","9780306801860","Required",
"THEA","126","01","FRITSCH","Sanford Meisner On Acting Ed: 1 St Yr: 1987","Meisner","9780394750590","Required",
"TIM","050","01","SHAH","Ucsc Custom Fall 2015 Textbook   Loose Leaf Version Ed: 1 St","Tim 050 01","9781269837415","Required",
"TIM","158","01","VROOMEN","Corporate Information Strategy & Mgmt: Text & Cases Ed: 8 Th Yr: 2009","Applegate","9780073402932","Required",
"WRIT","001","02","LUNINE","Best American Science & Nature Writing 2015 Ed: 1 St Yr: 2015","Skloot","9780544286740","Required",
"WRIT","001","02","LUNINE","How Writing Works Ed: 1 St Yr: 2016","Jack","9780199859856","Required",
"WRIT","001","02","LUNINE","How Writing Works Ed: 1 St Yr: 2016","Jack","9780199859856","Required",
"WRIT","001","02","LUNINE","How Writing Works W/Readings Ed: 1 St Yr: 2016","Jack","9780199859849","Required",
"WRIT","001","02","LUNINE","How Writing Works W/Readings Ed: 1 St Yr: 2016","Jack","9780199859849","Required",
"WRIT","001/002","31","BAKER","Writing With Style Ed: 3 Rd Yr: 2011","Trimble","9780205028801","Required",
"WRIT","002","01","WILSON","Americans By Heart Ed: 1 St Yr: 2012","Perez","9780807752838","Required",
"WRIT","002","01","WILSON","Behind The Kitchen Door Ed: 1 St Yr: 2013","Jayaraman","9780801479519","Required",
"WRIT","002","01","WILSON","Being Mortal Ed: 1 St Yr: 2014","Gawande","9780805095159","Required",
"WRIT","002","01","WILSON","Being Mortal Ed: 1 St Yr: 2014","Gawande","9780805095159","Required",
"WRIT","002","01","WILSON","Best American Essays Of The Century Ed: 1 St Yr: 2000","Oates","9780618155873","Required",
"WRIT","002","01","WILSON","Bhagavad Gita Ed: 1 St Yr: 1986","Miller","9780553213652","Required",
"WRIT","002","01","WILSON","Classic Fairy Tales Ed: 1 St Yr: 1999","Tatar","9780393972771","Required",
"WRIT","002","01","WILSON","Craft Of Research Ed: 3 Rd Yr: 2008","Booth","9780226065663","Required",
"WRIT","002","01","WILSON","Easy Writer Ed: 5 Th Yr: 2014","Lunsford","9781457640469","Required",
"WRIT","002","01","WILSON","Easy Writer Ed: 5 Th Yr: 2014","Lunsford","9781457640469","Required",
"WRIT","002","01","WILSON","Easy Writer Ed: 5 Th Yr: 2014","Lunsford","9781457640469","Required",
"WRIT","002","01","WILSON","Enrique's Journey Ed: 1 St Yr: 2014","Nazario","9780812971781","Required",
"WRIT","002","01","WILSON","Essays (Trans: Cohen) Ed: 1 St Yr: 1958","Montaigne","9780140178975","Required",
"WRIT","002","01","WILSON","Everyday Writer Ed: 5 Th Yr: 2013","Lunsford","9781457612695","Required",
"WRIT","002","01","WILSON","Eyes Wide Open Ed: 1 St Yr: 2014","Fleischman","9780763675455","Required",
"WRIT","002","01","WILSON","Fresh Fruit, Broken Bodies Ed: 1 St Yr: 2013","Holmes","9780520275140","Required",
"WRIT","002","01","WILSON","Gig Ed: 1 St Yr: 2001","Bowe","9780609807071","Required",
"WRIT","002","01","WILSON","Hip: The History P.S. Ed Ed: 1 St Yr: 2005","Leland","9780060528188","Required",
"WRIT","002","01","WILSON","How To Be Idle: A Loafer's Manifesto Ed: 1 St Yr: 2007","Hodgkinson","9780060779696","Required",
"WRIT","002","01","WILSON","How Writing Works Ed: 1 St Yr: 2016","Jack","9780199859856","Required",
"WRIT","002","01","WILSON","Illegal People Ed: 1 St Yr: 2008","Bacon","9780807042304","Required",
"WRIT","002","01","WILSON","Indian Killer Ed: 1 St Yr: 1996","Alexie","9780802143570","Required",
"WRIT","002","01","WILSON","Into The Forest Ed: 1 St Yr: 1996","Hegland","9780553379617","Required",
"WRIT","002","01","WILSON","Omnivore's Dilemma Ed: 1 St Yr: 2006","Pollan","9780143038580","Required",
"WRIT","002","01","WILSON","Papers Ed: 1 St","Manuel","9780985748500","Required",
"WRIT","002","01","WILSON","Pygmalion Ed: 1 St Yr: 2005","Shaw","9781416500407","Required",
"WRIT","002","01","WILSON","Rowman & Littlefield Guide To Writing W/Sources Ed: 4 Th Yr: 2012","Davis","9781442205697","Required",
"WRIT","002","01","WILSON","Short History Of Myth Ed: 1 St Yr: 2005","Armstrong","9781841958002","Required",
"WRIT","002","01","WILSON","Tao Te Ching (Trans: Feng) Ed: 1 St Yr: 2011","Tsu","9780307949301","Required",
"WRIT","002","01","WILSON","They Say I Say: Moves That Matter In Academic Writing Ed: 3 Rd Yr: 2014","Graff","9780393935844","Required",
"WRIT","002","01","WILSON","They Say I Say: Moves That Matter In Academic Writing Ed: 3 Rd Yr: 2014","Graff","9780393935844","Required",
"WRIT","002","01","WILSON","This Changes Everything Ed: 1 St Yr: 2014","Klein","9781451697391","Required",
"WRIT","002","01","WILSON","Transition To College Writing Ed: 2 Nd Yr: 2009","Hjortshoj","9780312440824","Required",
"WRIT","002","01","WILSON","Walden & Civil Disobedience (New Afterword: Howarth) Ed: 1 St Yr: 2012","Thoreau","9780451532169","Required",
"WRIT","002","01","WILSON","What's Language Got To Do With It? Ed: 1 St Yr: 2005","Walters","9780393978841","Required",
"WRIT","002","01","WILSON","Wild Solutions Print On Demand Ed: 1 St Yr: 2001","Beattie","9780300105063","Required",
"WRIT","002","01","WILSON","Writer's Reference W/Resources F/Multilingual Writers & Esl Ed: 7 Th Yr: 2011","Hacker","9780312649364","Required",
"WRIT","002","01","WILSON","Writing & Revising Ed: 2 Nd Yr: 2015","Kennedy","9781457682339","Required",
"WRIT","002","01","WILSON","Writing & Revising Includes 2009 Mla & 2010 Apa Updates Ed: 1 St Yr: 2007","Kennedy","9780312679507","Required",
"WRIT","002","01","WILSON","Writing Analytically Ed: 7 Th Yr: 2015","Rosenwasser","9781285436500","Required",
"WRIT","002","01","WILSON","Writing With Style Ed: 2 Nd Yr: 2000","Trimble","9780130257130","Required",
"WRIT","002","01","WILSON","Writing With Style Ed: 3 Rd Yr: 2011","Trimble","9780205028801","Required",
"WRIT","002","01","WILSON","Easy Writer Ed: 5 Th Yr: 2014","Lunsford","9781457640469","Recommended",
"WRIT","002","01","WILSON","They Say I Say: Moves That Matter In Academic Writing Ed: 3 Rd Yr: 2014","Graff","9780393935844","Recommended",
"WRIT","002","01","WILSON","They Say I Say: Moves That Matter In Academic Writing Ed: 3 Rd Yr: 2014","Graff","9780393935844","Recommended",
"WRIT","021","01","ARTHUR","Eyes Wide Open Ed: 1 St Yr: 2014","Fleischman","9780763675455","Required",
"WRIT","021","01","ARTHUR","Into The Forest Ed: 1 St Yr: 1996","Hegland","9780553379617","Required",
"WRIT","021","01","ARTHUR","Pocket Style Manual Ed: 6 Th Yr: 2012","Hacker","9780312542542","Required",
"WRIT","021","01","ARTHUR","Reading Critically, Writing Well Ed: 9 Th Yr: 2011","Axelrod","9780312607616","Required",
"WRIT","021","01","ARTHUR","Rowman & Littlefield Guide To Writing W/Sources Ed: 4 Th Yr: 2012","Davis","9781442205697","Required",
"WRIT","021","01","ARTHUR","They Say I Say: Moves That Matter In Academic Writing Ed: 3 Rd Yr: 2014","Graff","9780393935844","Required",
"WRIT","021","01","ARTHUR","This Changes Everything Ed: 1 St Yr: 2014","Klein","9781451697391","Required",
"WRIT","021","01","ARTHUR","Transition To College Writing Ed: 2 Nd Yr: 2009","Hjortshoj","9780312440824","Required",
"WRIT","021","01","ARTHUR","Writing In Action Ed: 1 St Yr: 2014","Lunsford","9781457665035","Required",
"WRIT","021","01","ARTHUR","They Say I Say: Moves That Matter In Academic Writing W/Rdgs Ed: 1 St Yr: 2009","Graff","9780393931747","Pick One",
"WRIT","021","01","ARTHUR","They Say I Say: Moves That Matter In Academic Writing W/Rdgs Ed: 2 Nd Yr: 2012","Graff","9780393912753","Pick One",
"WRIT","021","01","ARTHUR","They Say I Say: Moves That Matter In Academic Writing W/Rdgs Ed: 3 Rd Yr: 2015","Graff","9780393937510","Pick One",
"WRIT","026","01","HERRERA","5 Minute Linguist Ed: 2 Nd Yr: 2012","Rickerson","9781908049490","Required",
"WRIT","026","01","HERRERA","5 Minute Linguist Ed: 2 Nd Yr: 2012","Rickerson","9781908049490","Required",
"WRIT","026","01","HERRERA","Fieldworking Ed: 4 Th Yr: 2012","Sunstein","9780312622756","Required",
"WRIT","027","01","DAVIS","Understanding & Composing Multimodal Projects Ed: 1 St Yr: 2013","Devoss","9781457617799","Required",
"WRIT","027","01","DAVIS","Writing Today Ed: 3 Rd Yr: 2016","Johnson Sheehan","9780321984654","Required",
"XXX","001","TEST","-","Traveling Light Ed: 1 St Yr: 2008","Weston","9780807041383","Required",
"XXX","XXX","01","-","Big History Ed: 1 St Yr: 2014","Christian","9780073385617","Required",
"XXX","XXX","01","-","Design & Implementation Of Freebsd Operating Sys Ed: 2 Nd Yr: 2015","Mckusick","9780321968975","Required",
"XXX","XXX","01","-","History Of Western Music Ed: 8 Th Yr: 2010","Burkholder","9780393931259","Required",
"XXX","XXX","01","-","Introduction To Pspice Ed: 1 St Yr: 2003","Tront, Joseph G.","9780072939811","Required",
"XXX","XXX","01","-","Quantum Machanics For Engineering Ed: 1 St","Kroemer","9780137470983","Required",
"XXX","XXX","01","-","We Should All Be Feminists Ed: 1 St","Adichie","9781101911761","Required",
"YIDD","001","01","LEVITOW","Yiddish (Workmen's Circle) Ed: 1 St Yr: 1994","Zucker","9781877909665","Required",
"HIS","115A","N/A","-","No info.","-","-","-"
"HIS","131","N/A","-","No info.","-","-","-"
"HIS","150A","N/A","-","No info.","-","-","-"
"HIS","181","N/A","-","No info.","-","-","-"
"HIS","190D","N/A","-","No info.","-","-","-"
"HIS","190F","N/A","-","No info.","-","-","-"
"HIS","194S","N/A","-","No info.","-","-","-"
"HIS","194T","N/A","-","No info.","-","-","-"
"HIS","204C","N/A","-","No info.","-","-","-"
"HIS","210A","N/A","-","No info.","-","-","-"
"HIS","251B","N/A","-","No info.","-","-","-"
"HISC","185C","N/A","-","No info.","-","-","-"
"HISC","185T","N/A","-","No info.","-","-","-"
"HISC","187","N/A","-","No info.","-","-","-"
"HISC","203B","N/A","-","No info.","-","-","-"
"HISC","217","N/A","-","No info.","-","-","-"
"HISC","263","N/A","-","No info.","-","-","-"
"ITAL","106","N/A","-","No info.","-","-","-"
"JAPN","109","N/A","-","No info.","-","-","-"
"KRSG","090C","N/A","-","No info.","-","-","-"
"LAAD","080D","N/A","-","No info.","-","-","-"
"LALS","080S","N/A","-","No info.","-","-","-"
"LALS","204","N/A","-","No info.","-","-","-"
"LGST","105C","N/A","-","No info.","-","-","-"
"LGST","111B","N/A","-","No info.","-","-","-"
"LGST","120B","N/A","-","No info.","-","-","-"
"LGST","126","N/A","-","No info.","-","-","-"
"LGST","133","N/A","-","No info.","-","-","-"
"LGST","149","N/A","-","No info.","-","-","-"
"LGST","169","N/A","-","No info.","-","-","-"
"LGST","175","N/A","-","No info.","-","-","-"
"LGST","196","N/A","-","No info.","-","-","-"
"LING","080C","N/A","-","No info.","-","-","-"
"LING","108","N/A","-","No info.","-","-","-"
"LING","111","N/A","-","No info.","-","-","-"
"LING","113","N/A","-","No info.","-","-","-"
"LING","127","N/A","-","No info.","-","-","-"
"LING","219","N/A","-","No info.","-","-","-"
"LING","232","N/A","-","No info.","-","-","-"
"LING","239","N/A","-","No info.","-","-","-"
"LING","258","N/A","-","No info.","-","-","-"
"LING","282","N/A","-","No info.","-","-","-"
"LIT","001","N/A","-","No info.","-","-","-"
"LIT","080D","N/A","-","No info.","-","-","-"
"LIT","101","N/A","-","No info.","-","-","-"
"LTEL","110F","N/A","-","No info.","-","-","-"
"LTEL","160B","N/A","-","No info.","-","-","-"
"LTEL","170C","N/A","-","No info.","-","-","-"
"LTGR","BASSI","N/A","-","No info.","-","-","-"
"LTMO","125N","N/A","-","No info.","-","-","-"
"LTMO","145C","N/A","-","No info.","-","-","-"
"LTMO","160A","N/A","-","No info.","-","-","-"
"LTMO","190Z","N/A","-","No info.","-","-","-"
"LTMO","231","N/A","-","No info.","-","-","-"
"LTPR","107B","N/A","-","No info.","-","-","-"
"LTPR","220","N/A","-","No info.","-","-","-"
"LTSP","131B","N/A","-","No info.","-","-","-"
"LTSP","190A","N/A","-","No info.","-","-","-"
"LTSP","215","N/A","-","No info.","-","-","-"
"LTWL","142","N/A","-","No info.","-","-","-"
"MATH","194","N/A","-","No info.","-","-","-"
"MATH","233","N/A","-","No info.","-","-","-"
"MATH","292","N/A","-","No info.","-","-","-"
"METX","119L","N/A","-","No info.","-","-","-"
"MUSC","011B","N/A","-","No info.","-","-","-"
"MUSC","101A","N/A","-","No info.","-","-","-"
"MUSC","105","N/A","-","No info.","-","-","-"
"OAKS","067","N/A","-","No info.","-","-","-"
"OAKS","080H","N/A","-","No info.","-","-","-"
"PHIL","011","N/A","-","No info.","-","-","-"
"PHYS","005N","N/A","-","No info.","-","-","-"
"PHYS","006L","N/A","-","No info.","-","-","-"
"PHYS","006M","N/A","-","No info.","-","-","-"
"PHYS","006N","N/A","-","No info.","-","-","-"
"POLI","103","N/A","-","No info.","-","-","-"
"POLI","133","N/A","-","No info.","-","-","-"
"PSYC","115","N/A","-","No info.","-","-","-"
"STEV","096","N/A","-","No info.","-","-","-"
"THEA","010","N/A","-","No info.","-","-","-"
"THEA","080A","N/A","-","No info.","-","-","-"
"WRIT","020","N/A","-","No info.","-","-","-"
